,diagnosis_type,diagnosis_code
3751, Traumatic spondylopathy,21.7
3752, Other,21.8
3753, Spondylosis of unspecified site,21.9
3754,Intervertebral disc disorders,22
3755, Displacement of cervical intervertebral disc without myelopathy,22.0
3756, Displacement of thoracic or lumbar intervertebral disc without myelopathy,22.1
3757," Displacement of intervertebral disc, site unspecified, without myelopathy",22.2
3758, Schmorl's nodes,22.3
3759, Degeneration of cervical intervertebral disc,22.4
3760, Degeneration of thoracic or lumbar intervertebral disc,22.5
3761," Degeneration of intervertebral disc, site unspecified",22.6
3762, Intervertebral disc disorder with myelopathy,22.7
3763, Postlaminectomy syndrome,22.8
3764, Other and unspecified disc disorder,22.9
3765,Other disorders of cervical region,23
3766, Spinal stenosis in cervical region,23.0
3767, Cervicalgia,23.1
3768, Cervicocranial syndrome,23.2
3769, Cervicobrachial syndrome -diffuse,23.3
3770," Brachial neuritis or radiculitis, not otherwise specified",23.4
3771," Torticollis, unspecified",23.5
3772, Panniculitis specified as affecting neck,23.6
3773, Ossification of posterior longitudinal ligament in cervical region,23.7
3774, Other syndromes affecting cervical region,23.8
3775, Unspecified disorders and symptoms referable to neck,23.9
3776,Other and unspecified disorders of back,24
3777," Spinal stenosis, other than cervical",24.0
3778, Pain in thoracic spine,24.1
3779, Lumbago,24.2
3780, Sciatica,24.3
3781," Thoracic or lumbosacral neuritis or radiculitis, not otherwise specified",24.4
3782," Backache, unspecified",24.5
3783, Disorders of sacrum,24.6
3784, Disorders of coccyx,24.7
3785, Other symptoms referable to back,24.8
3786, Unspecified back disorders,24.9
3787,Polymyalgia rheumatica,25
3788,Peripheral enthesopathies and allied syndromes,26
3789, Adhesive capsulitis of shoulder,26.0
3790, Rotator cuff syndrome of shoulder and allied disorders,26.1
3791," Other affections of shoulder region, not elsewhere classified",26.2
3792, Enthesopathy of elbow region,26.3
3793, Enthesopathy of wrist and carpus,26.4
3794, Enthesopathy of hip region,26.5
3795, Enthesopathy of knee,26.6
3796, Enthesopathy of ankle and tarsus,26.7
3797, Other peripheral enthesopathies,26.8
3798, Unspecified enthesopathy,26.9
3799,"Other disorders of synovium, tendon, and bursa",27
3800, Synovitis and tenosynovitis,27.0
3801, Bunion,27.1
3802, Specific bursitides often of occupational origin,27.2
3803, Other bursitis,27.3
3804," Ganglion and cyst of synovium, tendon, and bursa",27.4
3805, Rupture of synovium,27.5
3806," Rupture of tendon, nontraumatic",27.6
3807, Other,27.8
3808, Unspecified,27.9
3809,"Disorders of muscle, ligament, and fascia",28
3810, Infective myositis,28.0
3811, Muscular calcification and ossification,28.1
3812," Muscular wasting and disuse atrophy, not elsewhere classified",28.2
3813, Other specific muscle disorders,28.3
3814, Laxity of ligament,28.4
3815, Hypermobility syndrome,28.5
3816, Contracture of palmar fascia,28.6
3817, Other fibromatoses,28.7
3818," Other disorders of muscle, ligament, and fascia",28.8
3819, Unspecified,28.9
3820,Other disorders of soft tissues,29
3821," Rheumatism, unspecified, and fibrositis",29.0
3822," Myalgia and myositis, unspecified",29.1
3823," Neuralgia, neuritis, and radiculitis, unspecified",29.2
3824," Panniculitis, unspecified",29.3
3825," Fasciitis, unspecified",29.4
3826, Pain in limb,29.5
3827, Residual foreign body in soft tissue,29.6
3828, Other symptoms referable to limbs,29.8
3829, Other and unspecified disorders of soft tissue,29.9
3830,"Osteomyelitis, periostitis, and other infections involving bone",30
3831, Acute osteomyelitis,30.0
3832, Chronic osteomyelitis,30.1
3833, Unspecified osteomyelitis,30.2
3834, Periostitis without mention of osteomyelitis,30.3
3835, Unspecified infection of bone,30.9
3836,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,31
3837, Osteitis deformans without mention of bone tumor,31.0
3838, Hypertrophic pulmonary osteoarthropathy,31.2
3839,Osteochondropathies,32
3840, Juvenile osteochondrosis of spine,32.0
3841, Juvenile osteochondrosis of hip and pelvis,32.1
3842, Nontraumatic slipped upper femoral epiphysis,32.2
3843, Juvenile osteochondrosis of upper extremity,32.3
3844," Juvenile osteochondrosis of lower extremity, excluding foot",32.4
3845, Juvenile osteochondrosis of foot,32.5
3846, Other juvenile osteochondrosis,32.6
3847, Osteochondritis dissecans,32.7
3848, Other specified forms of osteochondropathy,32.8
3849, Unspecified osteochondropathy,32.9
3850,Other disorders of bone and cartilage,33
3851, Osteoporosis,33.0
3852, Pathological fracture,33.1
3853, Cyst of bone,33.2
3854, Hyperostosis of skull,33.3
3855, Aseptic necrosis of bone,33.4
3856, Osteitis condensans,33.5
3857, Tietze's disease,33.6
3858, Algoneurodystrophy,33.7
3859, Malunion and nonunion of fracture,33.8
3860, Other and unspecified,33.9
3861,Flat foot,34
3862,Acquired deformities of toe,35
3863," Hallux valgus, acquired",35.0
3864," Hallux varus, acquired",35.1
3865, Hallux rigidus,35.2
3866, Hallux malleus,35.3
3867," Other hammer toe, acquired",35.4
3868," Clawtoe, acquired",35.5
3869, Other,35.8
3870, Unspecified,35.9
3871,Other acquired deformities of limbs,36
3872," Acquired deformities of forearm, excluding fingers",36.0
3873, Mallet finger,36.1
3874, Other acquired deformities of finger,36.2
3875, Acquired deformities of hip,36.3
3876," Genu valgum or varum, acquired",36.4
3877," Genu recurvatum, acquired",36.5
3878, Other acquired deformities of knee,36.6
3879, Other acquired deformities of ankle and foot,36.7
3880, Acquired deformities of other parts of limbs,36.8
3881," Acquired deformity of limb, site unspecified",36.9
3882,Curvature of spine,37
3883, Adolescent postural kyphosis,37.0
3884," Kyphosis, acquired",37.1
3885," Lordosis, acquired -postural",37.2
3886, Kyphoscoliosis and scoliosis,37.3
3887, Other,37.8
3888, Unspecified,37.9
3889,Other acquired deformity,38
3890, Acquired deformity of nose,38.0
3891, Other acquired deformity of head,38.1
3892, Acquired deformity of neck,38.2
3893, Acquired deformity of chest and rib,38.3
3894, Acquired spondylolisthesis,38.4
3895, Other acquired deformity of back or spine,38.5
3896, Acquired deformity of pelvis,38.6
3897, Cauliflower ear,38.7
3898, Acquired deformity of other specified site,38.8
3899, Acquired deformity of unspecified site,38.9
3900,"Nonallopathic lesions, not elsewhere classified",39
3901, Head region,39.0
3902, Cervical region,39.1
3903, Thoracic region,39.2
3904, Lumbar region,39.3
3905, Sacral region,39.4
3906, Pelvic region,39.5
3907, Lower extremities,39.6
3908, Upper extremities,39.7
3909, Rib cage,39.8
3910, Abdomen and other,39.9
3911,Anencephalus and similar anomalies,40
3912, Anencephalus,40.0
3913, Craniorachischisis,40.1
3914, Iniencephaly,40.2
3915,Spina bifida,41
3916, With hydrocephalus,41.0
3917, Without mention of hydrocephalus,41.9
3918,Other congenital anomalies of nervous system,42
3919, Encephalocele,42.0
3920, Microcephalus,42.1
3921, Reduction deformities of brain,42.2
3922, Congenital hydrocephalus,42.3
3923, Other specified anomalies of brain,42.4
3924, Other specified anomalies of spinal cord,42.5
3925, Other specified anomalies of nervous system,42.8
3926," Unspecified anomalies of brain, spinal cord, and nervous system",42.9
3927,Congenital anomalies of eye,43
3928, Anophthalmos,43.0
3929, Microphthalmos,43.1
3930, Buphthalmos,43.2
3931, Congenital cataract and lens anomalies,43.3
3932, Coloboma and other anomalies of anterior segments,43.4
3933, Congenital anomalies of posterior segment,43.5
3934," Congenital anomalies of eyelids, lacrimal system, and orbit",43.6
3935, Other specified anomalies of eye,43.8
3936, Unspecified anomalies of eye,43.9
3937,"Congenital anomalies of ear, face, and neck",44
3938, Anomalies of ear causing impairment of hearing,44.0
3939, Accessory auricle,44.1
3940, Other specified anomalies of ear,44.2
3941, Unspecified anomalies of ear,44.3
3942," Branchial cleft, cyst or fistula; preauricular sinus",44.4
3943, Webbing of neck,44.5
3944, Other specified anomalies of face and neck,44.8
3945, Unspecified anomalies of face and neck,44.9
3946,Bulbus cordis anomalies and anomalies of cardiac septal closure,45
3947, Common truncus,45.0
3948, Transposition of great vessels,45.1
3949, Tetralogy of Fallot,45.2
3950, Common ventricle,45.3
3951, Ventricular septal defect,45.4
3952, Ostium secundum type atrial septal defect,45.5
3953, Endocardial cushion defects,45.6
3954, Cor biloculare,45.7
3955, Other,45.8
3956, Unspecified defect of septal closure,45.9
3957,Other congenital anomalies of heart,46
3958, Anomalies of pulmonary valve,46.0
3959," Tricuspid atresia and stenosis, congenital",46.1
3960, Ebstein's anomaly,46.2
3961, Congenital stenosis of aortic valve,46.3
3962, Congenital insufficiency of aortic valve,46.4
3963, Congenital mitral stenosis,46.5
3964, Congenital mitral insufficiency,46.6
3965, Hypoplastic left heart syndrome,46.7
3966, Other specified anomalies of heart,46.8
3967, Unspecified anomalies of heart,46.9
3968,Other congenital anomalies of circulatory system,47
3969, Patent ductus arteriosus,47.0
3970, Coarctation of aorta,47.1
3971, Other anomalies of aorta,47.2
3972, Anomalies of pulmonary artery,47.3
3973, Anomalies of great veins,47.4
3974, Absence or hypoplasia of umbilical artery,47.5
3975, Other anomalies of peripheral vascular system,47.6
3976, Other specified anomalies of circulatory system,47.8
3977, Unspecified anomalies of circulatory system,47.9
3978,Congenital anomalies of respiratory system,48
3979, Choanal atresia,48.0
3980, Other anomalies of nose,48.1
3981, Web of larynx,48.2
3982," Other anomalies of larynx, trachea, and bronchus",48.3
3983, Congenital cystic lung,48.4
3984," Agenesis, hypoplasia, and dysplasia of lung",48.5
3985, Other anomalies of lung,48.6
3986, Other specified anomalies of respiratory system,48.8
3987, Unspecified anomalies of respiratory system,48.9
3988,Cleft palate and cleft lip,49
3989, Cleft palate,49.0
3990, Cleft lip,49.1
3991, Cleft palate with cleft lip,49.2
3992,Other congenital anomalies of upper alimentary tract,50
3993, Tongue tie,50.0
3994, Other anomalies of tongue,50.1
3995, Other specified anomalies of mouth and pharynx,50.2
3996," Tracheo_1Esophageal fistula, esophageal atresia and stenosis",50.3
3997, Other specified anomalies of esophagus,50.4
3998, Congenital hypertrophic pyloric stenosis,50.5
3999, Congenital hiatus hernia,50.6
4000, Other specified anomalies of stomach,50.7
4001, Other specified anomalies of upper alimentary tract,50.8
4002, Unspecified anomalies of upper alimentary tract,50.9
4003,Other congenital anomalies of digestve system,51
4004, Meckel's diverticulum,51.0
4005, Atresia and stenosis of small intestine,51.1
4006," Atresia and stenosis of large intestine, rectum, and anal canal",51.2
4007, Hirschsprung's disease and other congenital functional disorders of colon,51.3
4008, Anomalies of intestinal fixation,51.4
4009, Other anomalies of intestine,51.5
4010," Anomalies of gall bladder, bile ducts, and liver",51.6
4011, Anomalies of pancreas,51.7
4012, Other specified anomalies of digestive system,51.8
4013, Unspecified anomalies of digestive system,51.9
4014,Congenital anomalies of genital organs,52
4015, Anomalies of ovaries,52.0
4016, Anomalies of fallopian tubes and broad ligaments,52.1
4017, Doubling of uterus,52.2
4018, Other anomalies of uterus,52.3
4019," Anomalies of cervix, vagina, and external female genitalia",52.4
4020, Undescended testicle,52.5
4021, Hypospadias and epispadias,52.6
4022, Indeterminate sex and pseudohermaphroditism,52.7
4023, Other specified anomalies of genital organs,52.8
4024, Unspecified anomalies of genital organs,52.9
4025,Congenital anomalies of urinary system,53
4026, Renal agenesis and dysgenesis,53.0
4027, Cystic kidney disease,53.1
4028, Obstructive defects of renal pelvis and ureter,53.2
4029, Other specified anomalies of kidney,53.3
4030, Other specified anomalies of ureter,53.4
4031, Exstrophy of urinary bladder,53.5
4032, Atresia and stenosis of urethra and bladder neck,53.6
4033, Anomalies of urachus,53.7
4034, Other specified anomalies of bladder and urethra,53.8
4035, Unspecified anomalies of urinary system,53.9
4036,Certain congenital musculoskeletal deformities,54
4037," Of skull, face, and jaw",54.0
4038, Of sternocleidomastoid muscle,54.1
4039, Of spine,54.2
4040, Congenital dislocation of hip,54.3
4041, Congenital genu recurvatum and bowing of long bones of leg,54.4
4042, Varus deformities of feet,54.5
4043, Valgus deformities of feet,54.6
4044, Other deformities of feet,54.7
4045, Other,54.8
4046,Other congenital anomalies of limbs,55
4047, Polydactyly,55.0
4048, Syndactyly,55.1
4049, Reduction deformities of upper limb,55.2
4050, Reduction deformities of lower limb,55.3
4051," Reduction deformities, unspecified limb",55.4
4052," Other anomalies of upper limb, including shoulder girdle",55.5
4053," Other anomalies of lower limb, including pelvic girdle",55.6
4054, Other specified anomalies of unspecified limb,55.8
4055, Unspecified anomalies of unspecified limb,55.9
4056,Other congenital musculoskeletal anomalies,56
4057, Anomalies of skull and face bones,56.0
4058, Anomalies of spine,56.1
4059, Cervical rib,56.2
4060, Other anomalies of ribs and sternum,56.3
4061, Chondrodystrophy,56.4
4062, Osteodystrophies,56.5
4063, Anomalies of diaphragm,56.6
4064, Anomalies of abdominal wall,56.7
4065," Other specified anomalies of muscle, tendon, fascia, and connective tissue",56.8
4066, Unspecified anomalies of musculoskeletal system,56.9
4067,Congenital anomalies of the integument,57
4068, Hereditary edema of legs,57.0
4069, Ichthyosis congenita,57.1
4070, Dermatoglyphic anomalies,57.2
4071, Other specified anomalies of skin,57.3
4072, Specified anomalies of hair,57.4
4073, Specified anomalies of nails,57.5
4074, Specified anomalies of breast,57.6
4075, Other specified anomalies of the integument,57.8
4076, Unspecified anomalies of the integument,57.9
4077,Chromosomal anomalies,58
4078, Down's syndrome,58.0
4079, Patau's syndrome,58.1
4080, Edwards' syndrome,58.2
4081, Autosomal deletion syndromes,58.3
4082, Balanced autosomal translocation in normal individual,58.4
4083, Other conditions due to autosomal anomalies,58.5
4084, Gonadal dysgenesis,58.6
4085, Klinefelter's syndrome,58.7
4086, Other conditions due to sex chromosome anomalies,58.8
4087, Conditions due to anomaly of unspecified chromosome,58.9
4088,Other and unspecified congenital anomalies,59
4089, Anomalies of spleen,59.0
4090, Anomalies of adrenal gland,59.1
4091, Anomalies of other endocrine glands,59.2
4092, Situs inversus,59.3
4093, Conjoined twins,59.4
4094, Tuberous sclerosis,59.5
4095," Other hamartoses, not elsewhere classified",59.6
4096," Multiple congenital anomalies, so described",59.7
4097, Other specified anomalies,59.8
4098," Congenital anomaly, unspecified",59.9
4099,Newborn affected by maternal conditions which may be unrelated to present pregnancy,60
4100, Maternal hypertensive disorders,60.0
4101, Maternal renal and urinary tract diseases,60.1
4102, Maternal infections,60.2
4103, Other chronic maternal circulatory and respiratory diseases,60.3
4104, Maternal nutritional disorders,60.4
4105, Maternal injury,60.5
4106, Surgical operation on mother,60.6
4107, Noxious influences transmitted via placenta or breast milk,60.7
4108, Other,60.8
4109, Unspecified,60.9
4110,Newborn affected by maternal complications of pregnancy,61
4111, Incompetent cervix,61.0
4112, Premature rupture of membranes,61.1
4113, Oligohydramnios,61.2
4114, Polyhydramnios,61.3
