,diagnosis_code,diagnosis_type
3625,681.9, Unspecified digit 
3626,682,Other cellulitis and abscess 
3627,682.0, Face 
3628,682.1, Neck 
3629,682.2, Trunk 
3630,682.3, Upper arm and forearm 
3631,682.4," Hand, except fingers "
3632,682.5, Buttock 
3633,682.6," Leg, except foot "
3634,682.7," Foot, except toes "
3635,682.8, Other specified site 
3636,682.9, Unspecified site 
3637,683,Acute lymphadenitis 
3638,684,Impetigo 
3639,685,Pilonidal cyst 
3640,685.0, With abscess 
3641,685.1, Without mention of abscess 
3642,686,Other local infections of skin and subcutaneous tissue 
3643,686.0, Pyoderma 
3644,686.1, Pyogenic granuloma 
3645,686.8, Other local infections of skin and subcutaneous tissue 
3646,686.9, Unspecified local infections of skin and subcutaneous tissue 
3648,690,Erythematosquamous dermatosis 
3649,691,Atopic dermatitis and related conditions 
3650,691.0, Diaper or napkin rash 
3651,691.8, Other 
3652,692,Contact dermatitis and other eczema 
3653,692.0, Due to detergents 
3654,692.1, Due to oils and greases 
3655,692.2, Due to solvents 
3656,692.3, Due to drugs and medicaments in contact with skin 
3657,692.4, Due to other chemical products 
3658,692.5, Due to food in contact with skin 
3659,692.6, Due to plants -Except food 
3660,692.7, Due to solar radiation 
3661,692.8, Due to other specified agents 
3662,692.9, Unspecified cause 
3663,693,Dermatitis due to substances taken internally 
3664,693.0, Due to drugs and medicaments 
3665,693.1, Due to food 
3666,693.8, Due to other specified substance 
3667,693.9, Due to unspecified substance 
3668,694,Bullous dermatoses 
3669,694.0, Dermatitis herpetiformis 
3670,694.1, Subcorneal pustular dermatosis 
3671,694.2, Juvenile dermatitis herpetiformis 
3672,694.3, Impetigo herpetiformis 
3673,694.4, Pemphigus 
3674,694.5, Pemphigoid 
3675,694.6, Benign mucous membrane pemphigoid 
3676,694.8, Other bullous dermatoses 
3677,694.9, Unspecified 
3678,695,Erythematous conditions 
3679,695.0, Toxic erythema 
3680,695.1, Erythema multiforme 
3681,695.2, Erythema nodosum 
3682,695.3, Rosacea 
3683,695.4, Lupus erythematosus 
3684,695.8, Other erythematous conditions 
3685,695.9, Unspecified 
3686,696,Psoriasis and similar disorders 
3687,696.0, Psoriatic arthropathy 
3688,696.1, Other psoriasis 
3689,696.2, Parapsoriasis 
3690,696.3, Pityriasis rosea 
3691,696.4, Pityriasis rubra pilaris 
3692,696.5, Other and unspecified pityriasis 
3693,696.8, Other 
3694,697,Lichen 
3695,697.0, Lichen planus 
3696,697.1, Lichen nitidus 
3697,697.8," Other lichen, not elsewhere classified "
3698,697.9, Unspecified 
3699,698,Pruritus and related conditions 
3700,698.0, Pruritis ani 
3701,698.1, Pruritis of genital organs 
3702,698.2, Prurigo 
3703,698.3, Lichenification and lichen simplex chronicus 
3704,698.4, Dermatitis factitia -artefacta 
3705,698.8, Other pruritic conditions 
3706,698.9, Unspecified 
3708,700,Corns and callosities 
3709,701,Other hypertrophic and atrophic conditions of skin 
3710,701.0, Circumscribed scleroderma 
3711,701.1," Keratoderma, acquired "
3712,701.2, Acquired acanthosis nigricans 
3713,701.3, Striae atrophicae 
3714,701.4, Keloid scar 
3715,701.5, Other abnormal granulation tissue 
3716,701.8, Other hypertrophic and atrophic conditions of skin 
3717,701.9, Unspecified 
3718,702,Other dermatoses 
3719,703,Diseases of nail 
3720,703.0, Ingrowing nail 
3721,703.8, Other diseases of nail 
3722,703.9, Unspecified 
3723,704,Diseases of hair and hair follicles 
3724,704.0, Alopecia 
3725,704.1, Hirsutism 
3726,704.2, Abnormalities of the hair 
3727,704.3, Variations in hair color 
3728,704.8, Other diseases of hair and hair follicles 
3729,704.9, Unspecified 
3730,705,Disorders of sweat glands 
3731,705.0, Anhidrosis 
3732,705.1, Prickly heat 
3733,705.8, Other disorders of sweat glands 
3734,705.9, Unspecified 
3735,706,Diseases of sebaceous glands 
3736,706.0, Acne varioliformis 
3737,706.1, Other acne 
3738,706.2, Sebaceous cyst 
3739,706.3, Seborrhea 
3740,706.8, Other disorders of sebaceous glands 
3741,706.9, Unspecified 
3742,707,Chronic ulcer of skin 
3743,707.0, Decubitus ulcer 
3744,707.1," Ulcer of lower limbs, except decubitus "
3745,707.8, Chronic ulcer of other specified sites 
3746,707.9, Chronic ulcer of unspecified site 
3747,708,Urticaria 
3748,708.0, Allergic urticaria 
3749,708.1, Idiopathic urticaria 
3750,708.2, Urticaria due to cold and heat 
3751,708.3, Dermatographic urticaria 
3752,708.4, Vibratory urticaria 
3753,708.5, Cholinergic urticaria 
3754,708.8, Other specified urticaria 
3755,708.9, Unspecified 
3756,709,Other disorders of skin and subcutaneous tissue 
3757,709.0, Dyschromia 
3758,709.1, Vascular disorders of skin 
3759,709.2, Scar conditions and fibrosis of skin 
3760,709.3, Degenerative skin disorders 
3761,709.4, Foreign body granuloma of skin and subcutaneous tissue 
3762,709.8, Other diseases of skin 
3763,709.9, Unspecified 
3765,710,Diffuse diseases of connective tissue 
3766,710.0, Systemic lupus erythematosus 
3767,710.1, Systemic sclerosis 
3768,710.2, Sicca syndrome 
3769,710.3, Dermatomyositis 
3770,710.4, Polymyositis 
3771,710.8, Other 
3772,710.9, Unspecified 
3773,711,Arthropathy associated with infections 
3774,711.0, Pyogenic arthritis 
3775,711.9, Unspecified infective arthritis 
3776,712,Crystal arthropathies 
3777,712.8, Other crystal arthropathies 
3778,712.9, Unspecified crystal arthropathy 
3779,714,Rheumatoid arthritis and other inflammatory polyarthropathies 
3780,714.0, Rheumatoid arthritis 
3781,714.1, Felty's syndrome 
3782,714.2, Other rheumatoid arthritis with visceral or systemic involvement 
3783,714.3, Juvenile chronic polyarthritis 
3784,714.4, Chronic postrheumatic arthropathy 
3785,714.8, Other 
3786,714.9, Unspecified 
3787,715,Osteoarthrosis and allied disorders 
3788,715.0, Generalized 
3789,715.1," Localized, primary "
3790,715.2," Localized, secondary "
3791,715.3," Localized, not specified whether primary or secondary "
3792,715.8, Involving or with mention of more than one site but not specified as generalized 
3793,715.9, Unspecified whether generalized or localized 
3794,716,Other and unspecified arthropathies 
3795,716.0, Kaschin-Beck disease 
3796,716.1, Traumatic arthropathy 
3797,716.2, Allergic arthritis 
3798,716.3, Climacteric arthritis 
3799,716.4, Transient arthropathy 
3800,716.5, Unspecified polyarthropathy or polyarthritis 
3801,716.6, Unspecified monoarthritis 
3802,716.8, Other specified arthropathy 
3803,716.9, Unspecified 
3804,717,Internal derangement of knee 
3805,717.0, Old bucket handle tear of medial meniscus 
3806,717.1, Derangement of anterior horn of medial meniscus 
3807,717.2, Derangement of posterior horn of medial meniscus 
3808,717.3, Other and unspecified derangement of medial meniscus 
3809,717.4, Derangement of lateral meniscus 
3810,717.5," Derangement of meniscus, not elsewhere classified "
3811,717.6, Loose body in knee 
3812,717.7, Chondromalacia patellae 
3813,717.8, Other 
3814,717.9, Unspecified 
3815,718,Other derangement of joint 
3816,718.0, Articular cartilage disorder 
3817,718.1, Loose body in joint 
3818,718.2, Pathological dislocation 
3819,718.3, Recurrent dislocation of joint 
3820,718.4, Contracture of joint 
3821,718.5, Ankylosis of joint 
3822,718.6, Unspecified protrusio acetabuli 
3823,718.8," Other joint derangement, not elsewhere classified "
3824,718.9, Unspecified 
3825,719,Other and unspecified disorder of joint 
3826,719.0, Effusion of joint 
3827,719.1, Hemarthrosis 
3828,719.2, Villonodular synovitis 
3829,719.3, Palindromic rheumatism 
3830,719.4, Pain in joint 
3831,719.5," Stiffness of joint, not elsewhere classified "
3832,719.6, Other symptoms referable to joint 
3833,719.7, Difficulty in walking 
3834,719.8, Other 
3835,719.9, Unspecified 
3837,720,Ankylosing spondylitis and other inflammatory spondylopathies 
3838,720.0, Ankylosing spondylitis 
3839,720.1, Spinal enthesopathy 
3840,720.2," Sacroiliitis, not elsewhere classified "
3841,720.8, Other inflammatory spondylopathies 
3842,720.9, Unspecified inflammatory spondylopathy 
3843,721,Spondylosis and allied disorders 
3844,721.0, Cervical spondylosis without myelopathy 
3845,721.1, Cervical spondylosis with myelopathy 
3846,721.2, Thoracic spondylosis without myelopathy 
3847,721.3, Lumbosacral spondylosis without myelopathy 
3848,721.4, Thoracic or lumbar spondylosis with myelopathy 
3849,721.5, Kissing spine 
3850,721.6, Ankylosing vertebral hyperostosis 
3851,721.7, Traumatic spondylopathy 
3852,721.8, Other 
3853,721.9, Spondylosis of unspecified site 
3854,722,Intervertebral disc disorders 
3855,722.0, Displacement of cervical intervertebral disc without myelopathy 
3856,722.1, Displacement of thoracic or lumbar intervertebral disc without myelopathy 
3857,722.2," Displacement of intervertebral disc, site unspecified, without myelopathy "
3858,722.3, Schmorl's nodes 
3859,722.4, Degeneration of cervical intervertebral disc 
3860,722.5, Degeneration of thoracic or lumbar intervertebral disc 
3861,722.6," Degeneration of intervertebral disc, site unspecified "
3862,722.7, Intervertebral disc disorder with myelopathy 
3863,722.8, Postlaminectomy syndrome 
3864,722.9, Other and unspecified disc disorder 
3865,723,Other disorders of cervical region 
3866,723.0, Spinal stenosis in cervical region 
3867,723.1, Cervicalgia 
3868,723.2, Cervicocranial syndrome 
3869,723.3, Cervicobrachial syndrome -diffuse 
3870,723.4," Brachial neuritis or radiculitis, not otherwise specified "
3871,723.5," Torticollis, unspecified "
3872,723.6, Panniculitis specified as affecting neck 
3873,723.7, Ossification of posterior longitudinal ligament in cervical region 
3874,723.8, Other syndromes affecting cervical region 
3875,723.9, Unspecified disorders and symptoms referable to neck 
3876,724,Other and unspecified disorders of back 
3877,724.0," Spinal stenosis, other than cervical "
3878,724.1, Pain in thoracic spine 
3879,724.2, Lumbago 
3880,724.3, Sciatica 
3881,724.4," Thoracic or lumbosacral neuritis or radiculitis, not otherwise specified "
3882,724.5," Backache, unspecified "
3883,724.6, Disorders of sacrum 
3884,724.7, Disorders of coccyx 
3885,724.8, Other symptoms referable to back 
3886,724.9, Unspecified back disorders 
3888,725,Polymyalgia rheumatica 
3889,726,Peripheral enthesopathies and allied syndromes 
3890,726.0, Adhesive capsulitis of shoulder 
3891,726.1, Rotator cuff syndrome of shoulder and allied disorders 
3892,726.2," Other affections of shoulder region, not elsewhere classified "
3893,726.3, Enthesopathy of elbow region 
3894,726.4, Enthesopathy of wrist and carpus 
3895,726.5, Enthesopathy of hip region 
3896,726.6, Enthesopathy of knee 
3897,726.7, Enthesopathy of ankle and tarsus 
3898,726.8, Other peripheral enthesopathies 
3899,726.9, Unspecified enthesopathy 
3900,727,"Other disorders of synovium, tendon, and bursa "
3901,727.0, Synovitis and tenosynovitis 
3902,727.1, Bunion 
3903,727.2, Specific bursitides often of occupational origin 
3904,727.3, Other bursitis 
3905,727.4," Ganglion and cyst of synovium, tendon, and bursa "
3906,727.5, Rupture of synovium 
3907,727.6," Rupture of tendon, nontraumatic "
3908,727.8, Other 
3909,727.9, Unspecified 
3910,728,"Disorders of muscle, ligament, and fascia "
3911,728.0, Infective myositis 
3912,728.1, Muscular calcification and ossification 
3913,728.2," Muscular wasting and disuse atrophy, not elsewhere classified "
3914,728.3, Other specific muscle disorders 
3915,728.4, Laxity of ligament 
3916,728.5, Hypermobility syndrome 
3917,728.6, Contracture of palmar fascia 
3918,728.7, Other fibromatoses 
3919,728.8," Other disorders of muscle, ligament, and fascia "
3920,728.9, Unspecified 
3921,729,Other disorders of soft tissues 
3922,729.0," Rheumatism, unspecified, and fibrositis "
3923,729.1," Myalgia and myositis, unspecified "
3924,729.2," Neuralgia, neuritis, and radiculitis, unspecified "
3925,729.3," Panniculitis, unspecified "
3926,729.4," Fasciitis, unspecified "
3927,729.5, Pain in limb 
3928,729.6, Residual foreign body in soft tissue 
3929,729.8, Other symptoms referable to limbs 
3930,729.9, Other and unspecified disorders of soft tissue 
3932,730,"Osteomyelitis, periostitis, and other infections involving bone "
3933,730.0, Acute osteomyelitis 
3934,730.1, Chronic osteomyelitis 
3935,730.2, Unspecified osteomyelitis 
3936,730.3, Periostitis without mention of osteomyelitis 
3937,730.9, Unspecified infection of bone 
3938,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere 
3939,731.0, Osteitis deformans without mention of bone tumor 
3940,731.2, Hypertrophic pulmonary osteoarthropathy 
3941,732,Osteochondropathies 
3942,732.0, Juvenile osteochondrosis of spine 
3943,732.1, Juvenile osteochondrosis of hip and pelvis 
3944,732.2, Nontraumatic slipped upper femoral epiphysis 
3945,732.3, Juvenile osteochondrosis of upper extremity 
3946,732.4," Juvenile osteochondrosis of lower extremity, excluding foot "
3947,732.5, Juvenile osteochondrosis of foot 
3948,732.6, Other juvenile osteochondrosis 
3949,732.7, Osteochondritis dissecans 
3950,732.8, Other specified forms of osteochondropathy 
3951,732.9, Unspecified osteochondropathy 
3952,733,Other disorders of bone and cartilage 
3953,733.0, Osteoporosis 
3954,733.1, Pathological fracture 
3955,733.2, Cyst of bone 
3956,733.3, Hyperostosis of skull 
3957,733.4, Aseptic necrosis of bone 
3958,733.5, Osteitis condensans 
3959,733.6, Tietze's disease 
3960,733.7, Algoneurodystrophy 
3961,733.8, Malunion and nonunion of fracture 
3962,733.9, Other and unspecified 
3963,734,Flat foot 
3964,735,Acquired deformities of toe 
3965,735.0," Hallux valgus, acquired "
3966,735.1," Hallux varus, acquired "
3967,735.2, Hallux rigidus 
3968,735.3, Hallux malleus 
3969,735.4," Other hammer toe, acquired "
3970,735.5," Clawtoe, acquired "
3971,735.8, Other 
3972,735.9, Unspecified 
3973,736,Other acquired deformities of limbs 
3974,736.0," Acquired deformities of forearm, excluding fingers "
3975,736.1, Mallet finger 
3976,736.2, Other acquired deformities of finger 
3977,736.3, Acquired deformities of hip 
3978,736.4," Genu valgum or varum, acquired "
3979,736.5," Genu recurvatum, acquired "
3980,736.6, Other acquired deformities of knee 
3981,736.7, Other acquired deformities of ankle and foot 
3982,736.8, Acquired deformities of other parts of limbs 
3983,736.9," Acquired deformity of limb, site unspecified "
3984,737,Curvature of spine 
3985,737.0, Adolescent postural kyphosis 
3986,737.1," Kyphosis, acquired "
3987,737.2," Lordosis, acquired -postural "
3988,737.3, Kyphoscoliosis and scoliosis 
3989,737.8, Other 
3990,737.9, Unspecified 
3991,738,Other acquired deformity 
3992,738.0, Acquired deformity of nose 
3993,738.1, Other acquired deformity of head 
3994,738.2, Acquired deformity of neck 
3995,738.3, Acquired deformity of chest and rib 
3996,738.4, Acquired spondylolisthesis 
3997,738.5, Other acquired deformity of back or spine 
3998,738.6, Acquired deformity of pelvis 
3999,738.7, Cauliflower ear 
4000,738.8, Acquired deformity of other specified site 
4001,738.9, Acquired deformity of unspecified site 
4002,739,"Nonallopathic lesions, not elsewhere classified "
4003,739.0, Head region 
4004,739.1, Cervical region 
4005,739.2, Thoracic region 
4006,739.3, Lumbar region 
